CO_IES|NO_IES|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_LOCAL_OFERTA_CURSO|CO_MUNICIPIO_CURSO|NO_MUNICIPIO_CURSO|CO_UF_CURSO|SGL_UF_CURSO|NO_REGIAO_CURSO|IN_CAPITAL_CURSO|CO_CURSO|NO_CURSO|CO_SITUACAO_CURSO|DS_SITUACAO_CURSO|CO_OCDE|NO_OCDE|CO_OCDE_AREA_GERAL|NO_OCDE_AREA_GERAL|CO_OCDE_AREA_ESPECIFICA|NO_OCDE_AREA_ESPECIFICA|CO_OCDE_AREA_DETALHADA|NO_OCDE_AREA_DETALHADA|CO_GRAU_ACADEMICO|DS_GRAU_ACADEMICO|CO_MODALIDADE_ENSINO|DS_MODALIDADE_ENSINO|CO_NIVEL_ACADEMICO|DS_NIVEL_ACADEMICO|IN_GRATUITO|TP_ATRIBUTO_INGRESSO|NU_CARGA_HORARIA|DT_INICIO_FUNCIONAMENTO|DT_AUTORIZACAO_CURSO|IN_AJUDA_DEFICIENTE|IN_MATERIAL_DIGITAL|IN_MATERIAL_AMPLIADO|IN_MATERIAL_TATIL|IN_MATERIAL_IMPRESSO|IN_MATERIAL_AUDIO|IN_MATERIAL_BRAILLE|IN_MATERIAL_LIBRAS|IN_DISCIPLINA_LIBRAS|IN_TRADUTOR_LIBRAS|IN_GUIA_INTERPRETE|IN_RECURSOS_COMUNICACAO|IN_RECURSOS_INFORMATICA|IN_INTEGRAL_CURSO|IN_MATUTINO_CURSO|IN_VESPERTINO_CURSO|IN_NOTURNO_CURSO|NU_INTEGRALIZACAO_INTEGRAL|NU_INTEGRALIZACAO_MATUTINO|NU_INTEGRALIZACAO_VESPERTINO|NU_INTEGRALIZACAO_NOTURNO|NU_INTEGRALIZACAO_EAD|IN_OFERECE_DISC_SEMI_PRES|NU_PERC_CAR_HOR_SEMI_PRES|IN_POSSUI_LABORATORIO|QT_INSC_VAGAS_NOVAS_INT|QT_INSC_VAGAS_NOVAS_MAT|QT_INSC_VAGAS_NOVAS_VESP|QT_INSC_VAGAS_NOVAS_NOT|QT_INSC_VAGAS_NOVAS_EAD|QT_INSC_VAGAS_REMAN_INT|QT_INSC_VAGAS_REMAN_MAT|QT_INSC_VAGAS_REMAN_VESP|QT_INSC_VAGAS_REMAN_NOT|QT_INSC_VAGAS_REMAN_EAD|QT_INSC_VAGAS_PROG_ESP_INT|QT_INSC_VAGAS_PROG_ESP_MAT|QT_INSC_VAGAS_PROG_ESP_VESP|QT_INSC_VAGAS_PROG_ESP_NOT|QT_INSC_VAGAS_PROG_ESP_EAD|QT_VAGAS_NOVAS_INTEGRAL|QT_VAGAS_NOVAS_MATUTINO|QT_VAGAS_NOVAS_VESPERTINO|QT_VAGAS_NOVAS_NOTURNO|QT_VAGAS_NOVAS_EAD|QT_VAGAS_REMANESC_INTEGRAL|QT_VAGAS_REMANESC_MATUTINO|QT_VAGAS_REMANESC_VESPERTINO|QT_VAGAS_REMANESC_NOTURNO|QT_VAGAS_REMANESC_EAD|QT_VAGAS_PROG_ESP_INTEGRAL|QT_VAGAS_PROG_ESP_MATUTINO|QT_VAGAS_PROG_ESP_VESPERTINO|QT_VAGAS_PROG_ESP_NOTURNO|QT_VAGAS_PROG_ESP_EAD|QT_MATRICULA_CURSO|QT_CONCLUINTE_CURSO|QT_INGRESSO_CURSO|QT_INGRESSO_VAGAS_NOVAS|ANO
18506|UNIVERSIDADE FEDERAL DO OESTE DA BAHIA|1|Publica Federal|1|Universidade|1066446|2928109|Santa Maria da Vitoria|29|BA|Nordeste|0|1276412|ARTES VISUAIS|1|Em atividade|146F04|Formacao de professor de artes visuais|1|Educacao|14|Formacao de professor e ciencias da educacao|146|Formacao de professor de disciplinas profissionais|2|Licenciatura|1|Presencial|1|Graduacao|1|0|2940|||1|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|4.50|||||0||0|431|||||0|||||0|||||45|||||0|||||0|||||28||9|9|2015
18506|UNIVERSIDADE FEDERAL DO OESTE DA BAHIA|1|Publica Federal|1|Universidade|1066446|2928109|Santa Maria da Vitoria|29|BA|Nordeste|0|1276413|PUBLICIDADE E PROPAGANDA|1|Em atividade|342P02|Publicidade e propaganda|3|Ciencias sociais, negocios e direito|34|Comercio e administracao|342|Marketing e publicidade|1|Bacharelado|1|Presencial|1|Graduacao|1|0|3180|08/09/2014||1|1|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|4.00|||||0||0|854|||||0|||||0|||||45|||||0|||||0|||||52||37|37|2015
18506|UNIVERSIDADE FEDERAL DO OESTE DA BAHIA|1|Publica Federal|1|Universidade|1066442|2903201|Barreiras|29|BA|Nordeste|0|1292725|MEDICINA|1|Em atividade|721M01|Medicina|7|Saude e bem estar social|72|Saude|721|Medicina|1|Bacharelado|1|Presencial|1|Graduacao|1|0|7850|08/09/2014||1|1|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|6.00|||||0||1|1545|||||0|||||0|||||40|||||0|||||0|||||56||39|39|2015
18506|UNIVERSIDADE FEDERAL DO OESTE DA BAHIA|1|Publica Federal|1|Universidade|1066442|2903201|Barreiras|29|BA|Nordeste|0|5000732|HUMANIDADES|1|Em atividade|220H01|Humanidades|2|Humanidades e artes|22|Humanidades e letras|220|Humanidades e letras (cursos gerais)|1|Bacharelado|1|Presencial|1|Graduacao|1|0|2400|01/03/2010||1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1||||3.00||0||1||||1285|||||0|||||0|||||80|||||0|||||0||259|6|76|76|2015
18759|UNIVERSIDADE FEDERAL DO CARIRI|1|Publica Federal|1|Universidade|1067742|2301901|Barbalha|23|CE|Nordeste|0|54494|MEDICINA|1|Em atividade|721M01|Medicina|7|Saude e bem estar social|72|Saude|721|Medicina|1|Bacharelado|1|Presencial|1|Graduacao|1|0|9080|01/03/2001||1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|6.00|||||0||1|3546|||||46|||||0|||||80|||||1|||||0|||||427|55|81|80|2015
18759|UNIVERSIDADE FEDERAL DO CARIRI|1|Publica Federal|1|Universidade|1066169|2307304|Juazeiro do Norte|23|CE|Nordeste|0|99340|ADMINISTRACAO|1|Em atividade|345A01|Administracao|3|Ciencias sociais, negocios e direito|34|Comercio e administracao|345|Gerenciamento e administracao|1|Bacharelado|1|Presencial|1|Graduacao|1|0|3104|18/09/2006||1|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|1||||4.50||0||1||||4108|||||17|||||0|||||50|||||17|||||0||190|23|61|49|2015
18506|UNIVERSIDADE FEDERAL DO OESTE DA BAHIA|1|Publica Federal|1|Universidade|1066442|2903201|Barreiras|29|BA|Nordeste|0|1147553|HISTORIA|1|Em atividade|145F11|Formacao de professor de historia|1|Educacao|14|Formacao de professor e ciencias da educacao|145|Formacao de professor de materias especificas|2|Licenciatura|1|Presencial|1|Graduacao|1|0|2971|01/03/2010||1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1||||4.50||0||1||||247|||||0|||||0|||||20|||||0|||||0||115|3|19|19|2015
18759|UNIVERSIDADE FEDERAL DO CARIRI|1|Publica Federal|1|Universidade|1066169|2307304|Juazeiro do Norte|23|CE|Nordeste|0|99342|BIBLIOTECONOMIA|1|Em atividade|322B01|Biblioteconomia|3|Ciencias sociais, negocios e direito|32|Jornalismo e informacao|322|Biblioteconomia, informacao, arquivos|1|Bacharelado|1|Presencial|1|Graduacao|1|0|3600|18/09/2006||1|0|0|0|0|0|0|0|1|1|0|1|0|1|0|0|0|4.00|||||0||1|1497|||||1|||||0|||||50|||||19|||||0|||||100|17|30|30|2015
18759|UNIVERSIDADE FEDERAL DO CARIRI|1|Publica Federal|1|Universidade|1066169|2307304|Juazeiro do Norte|23|CE|Nordeste|0|99344|ENGENHARIA CIVIL|1|Em atividade|582E03|Engenharia civil|5|Engenharia, producao e construcao|58|Arquitetura e construcao|582|Engenharia civil e de construcao|1|Bacharelado|1|Presencial|1|Graduacao|1|0|3600|18/09/2006||1|0|0|0|0|0|0|0|1|1|0|1|0|1|0|0|0|5.00|||||0||1|2945|||||146|||||0|||||100|||||17|||||0|||||386|39|116|99|2015
18759|UNIVERSIDADE FEDERAL DO CARIRI|1|Publica Federal|1|Universidade|1066169|2307304|Juazeiro do Norte|23|CE|Nordeste|0|99346|FILOSOFIA|1|Em atividade|145F08|Formacao de professor de filosofia|1|Educacao|14|Formacao de professor e ciencias da educacao|145|Formacao de professor de materias especificas|2|Licenciatura|1|Presencial|1|Graduacao|1|0|2800|18/09/2006||1|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|1||||4.00||0||1||||1370|||||3|||||0|||||30|||||16|||||0||80|14|34|30|2015
